Thread ID: 70141056596960
Fiber ID: 70141066590800
Total: 0.000000
Sort by: self_time

 %self      total      self      wait     child     calls  name
   NaN      0.000     0.000     0.000     0.000        2   ActionView::LookupContext::ViewPaths#find_all 
   NaN      0.000     0.000     0.000     0.000        2   AbstractController::Layouts#conditional_layout? 
   NaN      0.000     0.000     0.000     0.000        1   LeaguesController#_layout 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#action_has_layout? 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#_default_layout 
   NaN      0.000     0.000     0.000     0.000        2  *ActionView::TemplateRenderer#resolve_layout 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::LookupContext#with_layout_format 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#with_layout_format 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::TemplateRenderer#find_layout 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::TemplateRenderer#render_with_layout 
