Thread ID: 70141056596960
Fiber ID: 70141066590800
Total: 0.000000
Sort by: self_time

 %self      total      self      wait     child     calls  name
   NaN      0.000     0.000     0.000     0.000        2   <Class::Proc>#new 
   NaN      0.000     0.000     0.000     0.000        2   <Module::ActiveSupport::Notifications>#subscribe 
   NaN      0.000     0.000     0.000     0.000        4   Hash#initialize 
   NaN      0.000     0.000     0.000     0.000       21  *Class#new 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::TemplateAssertions#setup_subscriptions 
   NaN      0.000     0.000     0.000     0.000        3  *BrowsingTest#_run__1872042160307382491__setup__109291186151795893__callbacks 
   NaN      0.000     0.000     0.000     0.000        5   ActionDispatch::Integration::Runner#integration_session 
   NaN      0.000     0.000     0.000     0.000        2   ActionDispatch::Integration::Runner#respond_to? 
   NaN      0.000     0.000     0.000     0.000        7   Kernel#hash 
   NaN      0.000     0.000     0.000     0.000       13   Fixnum#to_s 
   NaN      0.000     0.000     0.000     0.000        8   Fixnum#abs 
   NaN      0.000     0.000     0.000     0.000        4   String#hash 
   NaN      0.000     0.000     0.000     0.000        4   Module#name 
   NaN      0.000     0.000     0.000     0.000        4   ActiveSupport::Callbacks::ClassMethods#__callback_runner_name 
   NaN      0.000     0.000     0.000     0.000        4  *ActiveSupport::Callbacks::ClassMethods#__run_callback 
   NaN      0.000     0.000     0.000     0.000       29   Kernel#class 
   NaN      0.000     0.000     0.000     0.000        1   ActiveSupport::TestCase#_run_setup_callbacks 
   NaN      0.000     0.000     0.000     0.000        4  *ActiveSupport::Callbacks#run_callbacks 
   NaN      0.000     0.000     0.000     0.000        1   ActiveSupport::Testing::Performance::ForClassicTestUnit#run_test 
   NaN      0.000     0.000     0.000     0.000        1   ActiveSupport::Testing::Performance::Performer#run_test 
   NaN      0.000     0.000     0.000     0.000        1   Integer#times 
   NaN      0.000     0.000     0.000     0.000        5   Integer#to_i 
   NaN      0.000     0.000     0.000     0.000        7   Hash#initialize_copy 
   NaN      0.000     0.000     0.000     0.000       14   Kernel#initialize_dup 
   NaN      0.000     0.000     0.000     0.000       11   <Class::Hash>#allocate 
   NaN      0.000     0.000     0.000     0.000        3   Hash#merge 
   NaN      0.000     0.000     0.000     0.000        1   ActionDispatch::PerformanceTest#profile_options 
   NaN      0.000     0.000     0.000     0.000       11   Symbol#to_s 
   NaN      0.000     0.000     0.000     0.000        2  *ActiveSupport::Testing::Performance#full_profile_options 
   NaN      0.000     0.000     0.000     0.000        1   ActiveSupport::Testing::Performance::Performer#full_profile_options 
   NaN      0.000     0.000     0.000     0.000       11   Kernel#respond_to_missing? 
   NaN      0.000     0.000     0.000     0.000       20   Kernel#respond_to? 
   NaN      0.000     0.000     0.000     0.000        1   ActiveSupport::Testing::Performance::Profiler#run 

* indicates recursively called methods
